176,ładna
125,chłopak
81,kobieta
55,PUSTE
46,chłopiec
35,piękna
25,młoda
18,sukienka
14,piękno
13,włosy
10,miłość
9,młodość
9,uroda
8,ladna
8,warkocz
6,łądna
6,mądra
6,moja
6,ona
6,płeć
6,szamana
5,chlopiec
5,ja
5,koleżanka
4,chlopak
4,cycki
4,miła
4,przyjaciółka
4,seks
4,wysoka
3,atrakcyjna
3,dama
3,osoba
3,pani
3,ratownika
3,sex
3,warkocze
3,"z tatuażem"
2,blondynka
2,chłopa
2,głupia
2,"jak malina"
2,laska
2,lizak
2,niska
2,nogi
2,para
2,piersi
2,piękność
2,radość
2,ruda
2,spódnica
2,śliczna
2,ubrania
2,uśmiech
2,zgrabna
2,związek
1,ala
1,Alicja
1,apteka
1,baba
1,banan
1,bella
1,biust
1,brzydka
1,było
1,ch
1,chłop[iec
1,chłop[iek
1,chłopak]
1,chłopal
1,chłopic
1,chłopie
1,chłpak
1,chuda
1,co
1,córka
1,cudna
1,delikatność
1,długowłosa
1,dojrzewanie
1,dziewnczyna
1,ehh
1,ewłosy
1,facet
1,fajna
1,gangstera
1,girl
1,"i chłopak"
1,inteligencja
1,kanapa
1,kasia
1,kielbasa
1,kinga
1,kobieca
1,kochana
1,kolczyk
1,kucyk
1,kucyki
1,kuternoga
1,kwiaty
1,lalka
1,loki
1,"ł\uroda"
1,ładan
1,ładmna
1,"ładna płeć"
1,MADRA
1,magazyn
1,mailna
1,Maja
1,makijaż
1,matka
1,MLODA
1,moda
1,modelka
1,myszka
1,nagość
1,nic
1,nie
1,"nie ma"
1,niewiasta
1,niewinnosc
1,niewinność
1,"o perłowych włosach"
1,okres
1,óładna
1,partnerka
1,patrycja
1,perła
1,perłowowłosa
1,piekno
1,pięko
1,pięĸna
1,plec
1,pleć
1,podryw
1,poduszka
1,połowa
1,postać
1,pozerstwo
1,próżność
1,przydatna
1,radosna
1,rockmana
1,romantyczna
1,rybka
1,samotna
1,sdfsd
1,sołtysa
1,spódniczka
1,supermena
1,sympatyczna
1,śmierć
1,śnieżka
1,tak
1,taniec
1,torebka
1,trololol
1,twarz
1,twoja
1,urocza
1,wesoła
1,wino
1,wlosy
1,wstążka
1,"z sąsiedztwa"
1,"z zapałkami"
1,zabawa
1,zapałki
1,zielonooka
1,zła
1,żona
